"DATE","PCON65Q4","PCON66Q1","PCON66Q2","PCON66Q3","PCON66Q4","PCON67Q1","PCON67Q2","PCON67Q3","PCON67Q4","PCON68Q1","PCON68Q2","PCON68Q3","PCON68Q4","PCON69Q1","PCON69Q2","PCON69Q3","PCON69Q4","PCON70Q1","PCON70Q2","PCON70Q3","PCON70Q4","PCON71Q1","PCON71Q2","PCON71Q3","PCON71Q4","PCON72Q1","PCON72Q2","PCON72Q3","PCON72Q4","PCON73Q1","PCON73Q2","PCON73Q3","PCON73Q4","PCON74Q1","PCON74Q2","PCON74Q3","PCON74Q4","PCON75Q1","PCON75Q2","PCON75Q3","PCON75Q4","PCON76Q1","PCON76Q2","PCON76Q3","PCON76Q4","PCON77Q1","PCON77Q2","PCON77Q3","PCON77Q4","PCON78Q1","PCON78Q2","PCON78Q3","PCON78Q4","PCON79Q1","PCON79Q2","PCON79Q3","PCON79Q4","PCON80Q1","PCON80Q2","PCON80Q3","PCON80Q4","PCON81Q1","PCON81Q2","PCON81Q3","PCON81Q4","PCON82Q1","PCON82Q2","PCON82Q3","PCON82Q4","PCON83Q1","PCON83Q2","PCON83Q3","PCON83Q4","PCON84Q1","PCON84Q2","PCON84Q3","PCON84Q4","PCON85Q1","PCON85Q2","PCON85Q3","PCON85Q4","PCON86Q1","PCON86Q2","PCON86Q3","PCON86Q4","PCON87Q1","PCON87Q2","PCON87Q3","PCON87Q4","PCON88Q1","PCON88Q2","PCON88Q3","PCON88Q4","PCON89Q1","PCON89Q2","PCON89Q3","PCON89Q4","PCON90Q1","PCON90Q2","PCON90Q3","PCON90Q4","PCON91Q1","PCON91Q2","PCON91Q3","PCON91Q4","PCON92Q1","PCON92Q2","PCON92Q3","PCON92Q4","PCON93Q1","PCON93Q2","PCON93Q3","PCON93Q4","PCON94Q1","PCON94Q2","PCON94Q3","PCON94Q4","PCON95Q1","PCON95Q2","PCON95Q3","PCON95Q4","PCON96Q1","PCON96Q2","PCON96Q3","PCON96Q4","PCON97Q1","PCON97Q2","PCON97Q3","PCON97Q4","PCON98Q1","PCON98Q2","PCON98Q3","PCON98Q4","PCON99Q1","PCON99Q2","PCON99Q3","PCON99Q4","PCON00Q1","PCON00Q2","PCON00Q3","PCON00Q4","PCON01Q1","PCON01Q2","PCON01Q3","PCON01Q4","PCON02Q1","PCON02Q2","PCON02Q3","PCON02Q4","PCON03Q1","PCON03Q2","PCON03Q3","PCON03Q4","PCON04Q1","PCON04Q2","PCON04Q3","PCON04Q4","PCON05Q1","PCON05Q2","PCON05Q3","PCON05Q4","PCON06Q1","PCON06Q2","PCON06Q3","PCON06Q4","PCON07Q1","PCON07Q2","PCON07Q3","PCON07Q4","PCON08Q1","PCON08Q2","PCON08Q3","PCON08Q4","PCON09Q1","PCON09Q2","PCON09Q3","PCON09Q4","PCON10Q1","PCON10Q2","PCON10Q3","PCON10Q4","PCON11Q1","PCON11Q2","PCON11Q3","PCON11Q4","PCON12Q1","PCON12Q2","PCON12Q3","PCON12Q4","PCON13Q1","PCON13Q2","PCON13Q3","PCON13Q4","PCON14Q1","PCON14Q2","PCON14Q3","PCON14Q4","PCON15Q1","PCON15Q2","PCON15Q3","PCON15Q4"
"1956:Q3","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","95.2635","65.7143","65.7143","65.7143","65.7143","65.7143","65.7143","65.7143","65.7143","65.7143","65.7143","65.7143","65.7143","65.7143","65.7143","65.7143","65.7143","65.7143","65.7143","65.7143","65.7143","65.8603","65.8603","65.8603","65.8603","65.8603","65.8603","65.8603","65.8603","65.8603","65.8603","65.8603","65.8603","65.8603","65.8603","65.8603","65.8603","65.8603","65.8603","65.8603","65.8603","30.1935","30.1935","30.1935","30.1935","30.1935","30.1935","30.1935","30.1935","30.1935","30.1935","30.1935","30.1935","30.1935","30.1935","30.1935","30.1935","30.1935","30.1935","30.1935","30.1935","30.1935","30.1935","30.1935","30.1935","#N/A","#N/A","#N/A","#N/A","25.2874","25.2874","25.2874","25.2874","25.2874","25.2874","25.2874","25.2874","25.2874","25.2874","25.2874","25.2874","#N/A","#N/A","#N/A","#N/A","#N/A","21.381","21.381","21.381","21.381","21.381","21.381","21.381","21.381","21.381","21.381","#N/A","#N/A","20.2554","20.2554","20.2554","20.2554","20.2554","20.2554","20.2554","20.2554","20.2554","20.2554","20.2554","20.2554","20.2554","20.2554","20.2554","19.1513","19.1513","19.1513","19.1513","19.1513","19.1513","19.1513","19.1513","19.1513","19.1513","19.1513","19.1513","19.1513","19.1513","19.1513","19.1513","19.1513","19.1513","19.1513","19.1513","19.1513","19.1513","17.1738","17.1738","17.1738","17.1738","17.1738","17.1738","17.1738","17.1738","17.1814","17.1814","17.1814","17.1814","17.1814","17.1814","17.1814","17.1814","16.1952","16.1952","16.1952","16.1952","16.1952","16.1952","16.1952","16.1952","16.1952","16.1952"
"1956:Q4","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","95.8202","66.2847","66.2847","66.2847","66.2847","66.2847","66.2847","66.2847","66.2847","66.2847","66.2847","66.2847","66.2847","66.2847","66.2847","66.2847","66.2847","66.2847","66.2847","66.2847","66.2847","66.4305","66.4305","66.4305","66.4305","66.4305","66.4305","66.4305","66.4305","66.4305","66.4305","66.4305","66.4305","66.4305","66.4305","66.4305","66.4305","66.4305","66.4305","66.4305","66.4305","30.4601","30.4601","30.4601","30.4601","30.4601","30.4601","30.4601","30.4601","30.4601","30.4601","30.4601","30.4601","30.4601","30.4601","30.4601","30.4601","30.4601","30.4601","30.4601","30.4601","30.4601","30.4601","30.4601","30.4601","#N/A","#N/A","#N/A","#N/A","25.5233","25.5233","25.5233","25.5233","25.5233","25.5233","25.5233","25.5233","25.5233","25.5233","25.5233","25.5233","#N/A","#N/A","#N/A","#N/A","#N/A","21.512","21.512","21.512","21.512","21.512","21.512","21.512","21.512","21.512","21.512","#N/A","#N/A","20.3765","20.3765","20.3765","20.3765","20.3765","20.3765","20.3765","20.3765","20.3765","20.3765","20.3765","20.3765","20.3765","20.3765","20.3765","19.2681","19.2681","19.2681","19.2681","19.2681","19.2681","19.2681","19.2681","19.2681","19.2681","19.2681","19.2681","19.2681","19.2681","19.2681","19.2681","19.2681","19.2681","19.2681","19.2681","19.2681","19.2681","17.2757","17.2757","17.2757","17.2757","17.2757","17.2757","17.2757","17.2757","17.2843","17.2843","17.2843","17.2843","17.2843","17.2843","17.2843","17.2843","16.2915","16.2915","16.2915","16.2915","16.2915","16.2915","16.2915","16.2915","16.2915","16.2915"
"1957:Q1","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","96.7202","66.9171","66.9171","66.9171","66.9171","66.9171","66.9171","66.9171","66.9171","66.9171","66.9171","66.9171","66.9171","66.9171","66.9171","66.9171","66.9171","66.9171","66.9171","66.9171","66.9171","67.0634","67.0634","67.0634","67.0634","67.0634","67.0634","67.0634","67.0634","67.0634","67.0634","67.0634","67.0634","67.0634","67.0634","67.0634","67.0634","67.0634","67.0634","67.0634","67.0634","30.723","30.723","30.723","30.723","30.723","30.723","30.723","30.723","30.723","30.723","30.723","30.723","30.723","30.723","30.723","30.723","30.723","30.723","30.723","30.723","30.723","30.723","30.723","30.723","#N/A","#N/A","#N/A","#N/A","25.7315","25.7315","25.7315","25.7315","25.7315","25.7315","25.7315","25.7315","25.7315","25.7315","25.7315","25.7315","#N/A","#N/A","#N/A","#N/A","#N/A","21.6987","21.6987","21.6987","21.6987","21.6987","21.6987","21.6987","21.6987","21.6987","21.6987","#N/A","#N/A","20.5574","20.5574","20.5574","20.5574","20.5574","20.5574","20.5574","20.5574","20.5574","20.5574","20.5574","20.5574","20.5574","20.5574","20.5574","19.4397","19.4397","19.4397","19.4397","19.4397","19.4397","19.4397","19.4397","19.4397","19.4397","19.4397","19.4397","19.4397","19.4397","19.4397","19.4397","19.4397","19.4397","19.4397","19.4397","19.4397","19.4397","17.4289","17.4289","17.4289","17.4289","17.4289","17.4289","17.4289","17.4289","17.4375","17.4375","17.4375","17.4375","17.4375","17.4375","17.4375","17.4375","16.4357","16.4357","16.4357","16.4357","16.4367","16.4367","16.4367","16.4367","16.4367","16.4367"
"1957:Q2","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","97.3171","67.3524","67.3524","67.3524","67.3524","67.3524","67.3524","67.3524","67.3524","67.3524","67.3524","67.3524","67.3524","67.3524","67.3524","67.3524","67.3524","67.3524","67.3524","67.3524","67.3524","67.483","67.483","67.483","67.483","67.483","67.483","67.483","67.483","67.483","67.483","67.483","67.483","67.483","67.483","67.483","67.483","67.483","67.483","67.483","67.483","30.9103","30.9103","30.9103","30.9103","30.9103","30.9103","30.9103","30.9103","30.9103","30.9103","30.9103","30.9103","30.9103","30.9103","30.9103","30.9103","30.9103","30.9103","30.9103","30.9103","30.9103","30.9103","30.9103","30.9103","#N/A","#N/A","#N/A","#N/A","25.8566","25.8566","25.8566","25.8566","25.8566","25.8566","25.8566","25.8566","25.8566","25.8566","25.8566","25.8566","#N/A","#N/A","#N/A","#N/A","#N/A","21.8326","21.8326","21.8326","21.8326","21.8326","21.8326","21.8326","21.8326","21.8326","21.8326","#N/A","#N/A","20.6902","20.6902","20.6902","20.6902","20.6902","20.6902","20.6902","20.6902","20.6902","20.6902","20.6902","20.6902","20.6902","20.6902","20.6902","19.5657","19.5657","19.5657","19.5657","19.5657","19.5657","19.5657","19.5657","19.5657","19.5657","19.5657","19.5657","19.5657","19.5657","19.5657","19.5657","19.5657","19.5657","19.5657","19.5657","19.5657","19.5657","17.5394","17.5394","17.5394","17.5394","17.5394","17.5394","17.5394","17.5394","17.5481","17.5481","17.5481","17.5481","17.5481","17.5481","17.5481","17.5481","16.5407","16.5407","16.5407","16.5407","16.5417","16.5417","16.5417","16.5417","16.5417","16.5417"
"1957:Q3","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","98.0989","67.9644","67.9644","67.9644","67.9644","67.9644","67.9644","67.9644","67.9644","67.9644","67.9644","67.9644","67.9644","67.9644","67.9644","67.9644","67.9644","67.9644","67.9644","67.9644","67.9644","68.1118","68.1118","68.1118","68.1118","68.1118","68.1118","68.1118","68.1118","68.1118","68.1118","68.1118","68.1118","68.1118","68.1118","68.1118","68.1118","68.1118","68.1118","68.1118","68.1118","31.1836","31.1836","31.1836","31.1836","31.1836","31.1836","31.1836","31.1836","31.1836","31.1836","31.1836","31.1836","31.1836","31.1836","31.1836","31.1836","31.1836","31.1836","31.1836","31.1836","31.1836","31.1836","31.1836","31.1836","#N/A","#N/A","#N/A","#N/A","26.1062","26.1062","26.1062","26.1062","26.1062","26.1062","26.1062","26.1062","26.1062","26.1062","26.1062","26.1062","#N/A","#N/A","#N/A","#N/A","#N/A","22.0065","22.0065","22.0065","22.0065","22.0065","22.0065","22.0065","22.0065","22.0065","22.0065","#N/A","#N/A","20.8547","20.8547","20.8547","20.8547","20.8547","20.8547","20.8547","20.8547","20.8547","20.8547","20.8547","20.8547","20.8547","20.8547","20.8547","19.7205","19.7205","19.7205","19.7205","19.7205","19.7205","19.7205","19.7205","19.7205","19.7205","19.7205","19.7205","19.7205","19.7205","19.7205","19.7205","19.7205","19.7205","19.7205","19.7205","19.7205","19.7205","17.6823","17.6823","17.6823","17.6823","17.6823","17.6823","17.6823","17.6823","17.6909","17.6909","17.6909","17.6909","17.6909","17.6909","17.6909","17.6909","16.6772","16.6772","16.6772","16.6772","16.6772","16.6772","16.6772","16.6772","16.6772","16.6772"
"1957:Q4","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","98.5157","68.2178","68.2178","68.2178","68.2178","68.2178","68.2178","68.2178","68.2178","68.2178","68.2178","68.2178","68.2178","68.2178","68.2178","68.2178","68.2178","68.2178","68.2178","68.2178","68.2178","68.3654","68.3654","68.3654","68.3654","68.3654","68.3654","68.3654","68.3654","68.3654","68.3654","68.3654","68.3654","68.3654","68.3654","68.3654","68.3654","68.3654","68.3654","68.3654","68.3654","31.2628","31.2628","31.2628","31.2628","31.2628","31.2628","31.2628","31.2628","31.2628","31.2628","31.2628","31.2628","31.2628","31.2628","31.2628","31.2628","31.2628","31.2628","31.2628","31.2628","31.2628","31.2628","31.2628","31.2628","#N/A","#N/A","#N/A","#N/A","26.1366","26.1366","26.1366","26.1366","26.1366","26.1366","26.1366","26.1366","26.1366","26.1366","26.1366","26.1366","#N/A","#N/A","#N/A","#N/A","#N/A","22.1217","22.1217","22.1217","22.1217","22.1217","22.1217","22.1217","22.1217","22.1217","22.1217","#N/A","#N/A","20.9605","20.9605","20.9605","20.9605","20.9605","20.9605","20.9605","20.9605","20.9605","20.9605","20.9605","20.9605","20.9605","20.9605","20.9605","19.8256","19.8256","19.8256","19.8256","19.8256","19.8256","19.8256","19.8256","19.8256","19.8256","19.8256","19.8256","19.8256","19.8256","19.8256","19.8256","19.8256","19.8256","19.8256","19.8256","19.8256","19.8256","17.7775","17.7775","17.7775","17.7775","17.7775","17.7775","17.7775","17.7775","17.7862","17.7862","17.7862","17.7862","17.7862","17.7862","17.7862","17.7862","16.7618","16.7618","16.7618","16.7618","16.7618","16.7618","16.7618","16.7618","16.7618","16.7618"
"1958:Q1","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","99.6148","68.9488","68.9488","68.9488","68.9488","68.9488","68.9488","68.9488","68.9488","68.9488","68.9488","68.9488","68.9488","68.9488","68.9488","68.9488","68.9488","68.9488","68.9488","68.9488","68.9488","69.0998","69.0998","69.0998","69.0998","69.0998","69.0998","69.0998","69.0998","69.0998","69.0998","69.0998","69.0998","69.0998","69.0998","69.0998","69.0998","69.0998","69.0998","69.0998","69.0998","31.533","31.533","31.533","31.533","31.533","31.533","31.533","31.533","31.533","31.533","31.533","31.533","31.533","31.533","31.533","31.533","31.533","31.533","31.533","31.533","31.533","31.533","31.533","31.533","#N/A","#N/A","#N/A","#N/A","26.3564","26.3564","26.3564","26.3564","26.3564","26.3564","26.3564","26.3564","26.3564","26.3564","26.3564","26.3564","#N/A","#N/A","#N/A","#N/A","#N/A","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","22.403","#N/A","#N/A","21.2247","21.2247","21.2247","21.2247","21.2247","21.2247","21.2247","21.2247","21.2247","21.2247","21.2247","21.2247","21.2247","21.2247","21.2247","20.0719","20.0719","20.0719","20.0719","20.0719","20.0719","20.0719","20.0719","20.0719","20.0719","20.0719","20.0719","20.0719","20.0719","20.0719","20.0719","20.0719","20.0719","20.0719","20.0719","20.0719","20.0719","17.9921","17.9921","17.9921","17.9921","17.9921","17.9921","17.9921","17.9921","17.9999","17.9999","17.9999","17.9999","17.9999","17.9999","17.9999","17.9999","16.9657","16.9657","16.9657","16.9657","16.9657","16.9657","16.9657","16.9657","16.9657","16.9657"
"1958:Q2","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","99.9652","68.9921","68.9921","68.9921","68.9921","68.9921","68.9921","68.9921","68.9921","68.9921","68.9921","68.9921","68.9921","68.9921","68.9921","68.9921","68.9921","68.9921","68.9921","68.9921","68.9921","69.1584","69.1584","69.1584","69.1584","69.1584","69.1584","69.1584","69.1584","69.1584","69.1584","69.1584","69.1584","69.1584","69.1584","69.1584","69.1584","69.1584","69.1584","69.1584","69.1584","31.5227","31.5227","31.5227","31.5227","31.5227","31.5227","31.5227","31.5227","31.5227","31.5227","31.5227","31.5227","31.5227","31.5227","31.5227","31.5227","31.5227","31.5227","31.5227","31.5227","31.5227","31.5227","31.5227","31.5227","#N/A","#N/A","#N/A","#N/A","26.3394","26.3394","26.3394","26.3394","26.3394","26.3394","26.3394","26.3394","26.3394","26.3394","26.3394","26.3394","#N/A","#N/A","#N/A","#N/A","#N/A","22.4543","22.4543","22.4543","22.4543","22.4543","22.4543","22.4543","22.4543","22.4543","22.4543","#N/A","#N/A","21.276","21.276","21.276","21.276","21.276","21.276","21.276","21.276","21.276","21.276","21.276","21.276","21.276","21.276","21.276","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","20.111","18.0232","18.0232","18.0232","18.0232","18.0232","18.0232","18.0232","18.0232","18.0321","18.0321","18.0321","18.0321","18.0321","18.0321","18.0321","18.0321","16.9961","16.9961","16.9961","16.9961","16.9961","16.9961","16.9961","16.9961","16.9961","16.9961"
"1958:Q3","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","100.1028","69.156","69.156","69.156","69.156","69.156","69.156","69.156","69.156","69.156","69.156","69.156","69.156","69.156","69.156","69.156","69.156","69.156","69.156","69.156","69.156","69.3039","69.3039","69.3039","69.3039","69.3039","69.3039","69.3039","69.3039","69.3039","69.3039","69.3039","69.3039","69.3039","69.3039","69.3039","69.3039","69.3039","69.3039","69.3039","69.3039","31.5952","31.5952","31.5952","31.5952","31.5952","31.5952","31.5952","31.5952","31.5952","31.5952","31.5952","31.5952","31.5952","31.5952","31.5952","31.5952","31.5952","31.5952","31.5952","31.5952","31.5952","31.5952","31.5952","31.5952","#N/A","#N/A","#N/A","#N/A","26.4108","26.4108","26.4108","26.4108","26.4108","26.4108","26.4108","26.4108","26.4108","26.4108","26.4108","26.4108","#N/A","#N/A","#N/A","#N/A","#N/A","22.49","22.49","22.49","22.49","22.49","22.49","22.49","22.49","22.49","22.49","#N/A","#N/A","21.315","21.315","21.315","21.315","21.315","21.315","21.315","21.315","21.315","21.315","21.315","21.315","21.315","21.315","21.315","20.139","20.139","20.139","20.139","20.139","20.139","20.139","20.139","20.139","20.139","20.139","20.139","20.139","20.139","20.139","20.139","20.139","20.139","20.139","20.139","20.139","20.139","18.0417","18.0417","18.0417","18.0417","18.0417","18.0417","18.0417","18.0417","18.0493","18.0493","18.0493","18.0493","18.0493","18.0493","18.0493","18.0493","17.0107","17.0107","17.0107","17.0107","17.0117","17.0117","17.0117","17.0117","17.0117","17.0117"
"1958:Q4","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","100.3388","69.2614","69.2614","69.2614","69.2614","69.2614","69.2614","69.2614","69.2614","69.2614","69.2614","69.2614","69.2614","69.2614","69.2614","69.2614","69.2614","69.2614","69.2614","69.2614","69.2614","69.4405","69.4405","69.4405","69.4405","69.4405","69.4405","69.4405","69.4405","69.4405","69.4405","69.4405","69.4405","69.4405","69.4405","69.4405","69.4405","69.4405","69.4405","69.4405","69.4405","31.6726","31.6726","31.6726","31.6726","31.6726","31.6726","31.6726","31.6726","31.6726","31.6726","31.6726","31.6726","31.6726","31.6726","31.6726","31.6726","31.6726","31.6726","31.6726","31.6726","31.6726","31.6726","31.6726","31.6726","#N/A","#N/A","#N/A","#N/A","26.4956","26.4956","26.4956","26.4956","26.4956","26.4956","26.4956","26.4956","26.4956","26.4956","26.4956","26.4956","#N/A","#N/A","#N/A","#N/A","#N/A","22.5091","22.5091","22.5091","22.5091","22.5091","22.5091","22.5091","22.5091","22.5091","22.5091","#N/A","#N/A","21.342","21.342","21.342","21.342","21.342","21.342","21.342","21.342","21.342","21.342","21.342","21.342","21.342","21.342","21.342","20.1412","20.1412","20.1412","20.1412","20.1412","20.1412","20.1412","20.1412","20.1412","20.1412","20.1412","20.1412","20.1412","20.1412","20.1412","20.1412","20.1412","20.1412","20.1412","20.1412","20.1412","20.1412","18.0327","18.0327","18.0327","18.0327","18.0327","18.0327","18.0327","18.0327","18.0413","18.0413","18.0413","18.0413","18.0413","18.0413","18.0413","18.0413","17.0052","17.0052","17.0052","17.0052","17.0052","17.0052","17.0052","17.0052","17.0052","17.0052"
"1959:Q1","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","100.5624","69.7541","69.7541","69.7541","69.7541","69.7541","69.7541","69.7541","69.7541","69.7541","69.7541","69.7541","69.7541","69.7541","69.7541","69.7541","69.7541","69.7541","69.7541","69.7541","69.7541","69.9148","69.9148","69.9148","69.9148","69.9148","69.9148","69.9148","69.9148","69.9148","69.9148","69.9148","69.9148","69.9148","69.9148","69.9148","69.9148","69.9148","69.9148","69.9148","69.9148","32.0232","32.0232","32.0232","32.0232","32.0232","32.0232","32.0232","32.0232","32.0232","32.0232","32.0232","32.0232","32.0232","32.0232","32.0232","32.0232","32.0232","32.0232","32.0232","32.0232","32.0232","32.0232","32.0232","32.0232","26.7788","26.7788","26.7788","26.7788","26.7788","26.7788","26.7788","26.7788","26.7788","26.7788","26.7788","26.7788","26.7788","26.7788","26.7788","26.7788","#N/A","#N/A","#N/A","#N/A","#N/A","22.6586","22.6586","22.6586","22.6586","22.6586","22.6586","22.6583","22.6583","22.6583","22.6583","#N/A","21.7124","21.478","21.478","21.478","21.478","21.478","21.478","21.478","21.478","21.478","21.478","21.478","21.478","21.478","21.478","21.478","20.3159","20.3159","20.3159","20.3159","20.3159","20.3159","20.3159","20.3159","20.3159","20.3159","20.3159","20.3159","20.3159","20.3159","20.3159","20.3159","20.3159","20.3159","20.3159","20.3159","20.3159","20.3159","18.1621","18.1621","18.1621","18.1621","18.1621","18.1621","18.1621","18.1621","18.1696","18.1696","18.1696","18.1696","18.1696","18.1696","18.1696","18.1696","17.1263","17.1263","17.1263","17.1263","17.1272","17.1272","17.1272","17.1272","17.1272","17.1272"
"1959:Q2","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","100.9121","70.1225","70.1225","70.1225","70.1225","70.1225","70.1225","70.1225","70.1225","70.1225","70.1225","70.1225","70.1225","70.1225","70.1225","70.1225","70.1225","70.1225","70.1225","70.1225","70.1225","70.2979","70.2979","70.2979","70.2979","70.2979","70.2979","70.2979","70.2979","70.2979","70.2979","70.2979","70.2979","70.2979","70.2979","70.2979","70.2979","70.2979","70.2979","70.2979","70.2979","32.194","32.194","32.194","32.194","32.194","32.194","32.194","32.194","32.194","32.194","32.194","32.194","32.194","32.194","32.194","32.194","32.194","32.194","32.194","32.194","32.194","32.194","32.194","32.194","26.9162","26.9162","26.9162","26.9162","26.9162","26.9162","26.9162","26.9162","26.9162","26.9162","26.9162","26.9162","26.9162","26.9162","26.9162","26.9162","#N/A","#N/A","#N/A","#N/A","#N/A","22.7348","22.7348","22.7348","22.7348","22.7348","22.7348","22.735","22.735","22.735","22.735","#N/A","21.793","21.557","21.557","21.557","21.557","21.557","21.557","21.557","21.557","21.557","21.557","21.557","21.557","21.557","21.557","21.557","20.3648","20.3648","20.3648","20.3648","20.3648","20.3648","20.3648","20.3648","20.3648","20.3648","20.3648","20.3648","20.3648","20.3648","20.3648","20.3648","20.3648","20.3648","20.3648","20.3648","20.3648","20.3648","18.2327","18.2327","18.2327","18.2327","18.2327","18.2327","18.2327","18.2327","18.2411","18.2411","18.2411","18.2411","18.2411","18.2411","18.2411","18.2411","17.1928","17.1928","17.1928","17.1928","17.1937","17.1937","17.1937","17.1937","17.1937","17.1937"
