"DATE","NPI65Q4","NPI66Q1","NPI66Q2","NPI66Q3","NPI66Q4","NPI67Q1","NPI67Q2","NPI67Q3","NPI67Q4","NPI68Q1","NPI68Q2","NPI68Q3","NPI68Q4","NPI69Q1","NPI69Q2","NPI69Q3","NPI69Q4","NPI70Q1","NPI70Q2","NPI70Q3","NPI70Q4","NPI71Q1","NPI71Q2","NPI71Q3","NPI71Q4","NPI72Q1","NPI72Q2","NPI72Q3","NPI72Q4","NPI73Q1","NPI73Q2","NPI73Q3","NPI73Q4","NPI74Q1","NPI74Q2","NPI74Q3","NPI74Q4","NPI75Q1","NPI75Q2","NPI75Q3","NPI75Q4","NPI76Q1","NPI76Q2","NPI76Q3","NPI76Q4","NPI77Q1","NPI77Q2","NPI77Q3","NPI77Q4","NPI78Q1","NPI78Q2","NPI78Q3","NPI78Q4","NPI79Q1","NPI79Q2","NPI79Q3","NPI79Q4","NPI80Q1","NPI80Q2","NPI80Q3","NPI80Q4","NPI81Q1","NPI81Q2","NPI81Q3","NPI81Q4","NPI82Q1","NPI82Q2","NPI82Q3","NPI82Q4","NPI83Q1","NPI83Q2","NPI83Q3","NPI83Q4","NPI84Q1","NPI84Q2","NPI84Q3","NPI84Q4","NPI85Q1","NPI85Q2","NPI85Q3","NPI85Q4","NPI86Q1","NPI86Q2","NPI86Q3","NPI86Q4","NPI87Q1","NPI87Q2","NPI87Q3","NPI87Q4","NPI88Q1","NPI88Q2","NPI88Q3","NPI88Q4","NPI89Q1","NPI89Q2","NPI89Q3","NPI89Q4","NPI90Q1","NPI90Q2","NPI90Q3","NPI90Q4","NPI91Q1","NPI91Q2","NPI91Q3","NPI91Q4","NPI92Q1","NPI92Q2","NPI92Q3","NPI92Q4","NPI93Q1","NPI93Q2","NPI93Q3","NPI93Q4","NPI94Q1","NPI94Q2","NPI94Q3","NPI94Q4","NPI95Q1","NPI95Q2","NPI95Q3","NPI95Q4","NPI96Q1","NPI96Q2","NPI96Q3","NPI96Q4","NPI97Q1","NPI97Q2","NPI97Q3","NPI97Q4","NPI98Q1","NPI98Q2","NPI98Q3","NPI98Q4","NPI99Q1","NPI99Q2","NPI99Q3","NPI99Q4","NPI00Q1","NPI00Q2","NPI00Q3","NPI00Q4","NPI01Q1","NPI01Q2","NPI01Q3","NPI01Q4","NPI02Q1","NPI02Q2","NPI02Q3","NPI02Q4","NPI03Q1","NPI03Q2","NPI03Q3","NPI03Q4","NPI04Q1","NPI04Q2","NPI04Q3","NPI04Q4","NPI05Q1","NPI05Q2","NPI05Q3","NPI05Q4","NPI06Q1","NPI06Q2","NPI06Q3","NPI06Q4","NPI07Q1","NPI07Q2","NPI07Q3","NPI07Q4","NPI08Q1","NPI08Q2","NPI08Q3","NPI08Q4","NPI09Q1","NPI09Q2","NPI09Q3","NPI09Q4","NPI10Q1","NPI10Q2","NPI10Q3","NPI10Q4","NPI11Q1","NPI11Q2","NPI11Q3","NPI11Q4","NPI12Q1","NPI12Q2","NPI12Q3","NPI12Q4","NPI13Q1","NPI13Q2","NPI13Q3","NPI13Q4","NPI14Q1","NPI14Q2","NPI14Q3","NPI14Q4","NPI15Q1","NPI15Q2"
"1955:Q2","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","305.5","305.5","305.5","305.5","305.5","305.5","305.5","305.5","305.5","305.5","305.5","305.5","305.5","305.5","305.5","305.5","305.5","305.5","305.5","305.5","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","#N/A","#N/A","#N/A","#N/A","311.3","311.3","311.3","311.3","311.3","311.3","311.3","311.3","311.3","311.3","311.3","311.3","#N/A","#N/A","#N/A","#N/A","#N/A","314.1","314.1","314.1","314.1","314.1","314.1","314.1","314.1","314.1","314.1","#N/A","#N/A","313.6","313.6","313.6","313.6","313.6","313.6","313.6","313.6","313.6","313.6","313.6","313.6","313.6","313.6","313.6","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","#N/A","313.0","313.0","313.0","313.0","313.0","313.0","313.0","313.0","313.0","313.0","313.0","313.0","313.0","313.0","313.0","321.5","321.5","321.5","321.5","321.5","321.5","321.5","321.5"
"1955:Q3","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","314.9","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","314.2","314.2","314.2","314.2","314.2","314.2","314.2","314.2","314.2","314.2","314.2","314.2","314.2","314.2","314.2","314.2","314.2","314.2","314.2","314.2","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","#N/A","#N/A","#N/A","#N/A","318.6","318.6","318.6","318.6","318.6","318.6","318.6","318.6","318.6","318.6","318.6","318.6","#N/A","#N/A","#N/A","#N/A","#N/A","321.5","321.5","321.5","321.5","321.5","321.5","321.5","321.5","321.5","321.5","#N/A","#N/A","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","320.5","320.5","320.5","320.5","320.5","320.5","320.5","320.5","320.5","320.5","320.5","320.5","320.5","320.5","320.5","320.5","320.5","320.5","320.5","320.5","320.5","320.5","#N/A","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","328.9","328.9","328.9","328.9","328.9","328.9","328.9","328.9"
"1955:Q4","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","320.3","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","318.2","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","324.1","324.1","324.1","324.1","324.1","324.1","324.1","324.1","324.1","324.1","324.1","324.1","324.1","324.1","324.1","324.1","324.1","324.1","324.1","324.1","324.1","324.1","324.1","324.1","#N/A","#N/A","#N/A","#N/A","323.9","323.9","323.9","323.9","323.9","323.9","323.9","323.9","323.9","323.9","323.9","323.9","#N/A","#N/A","#N/A","#N/A","#N/A","326.7","326.7","326.7","326.7","326.7","326.7","326.7","326.7","326.7","326.7","#N/A","#N/A","326.1","326.1","326.1","326.1","326.1","326.1","326.1","326.1","326.1","326.1","326.1","326.1","326.1","326.1","326.1","325.5","325.5","325.5","325.5","325.5","325.5","325.5","325.5","325.5","325.5","325.5","325.5","325.5","325.5","325.5","325.5","325.5","325.5","325.5","325.5","325.5","325.5","#N/A","325.4","325.4","325.4","325.4","325.4","325.4","325.4","325.4","325.4","325.4","325.4","325.4","325.4","325.4","325.4","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0"
"1956:Q1","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","324.7","322.6","322.6","322.6","322.6","322.6","322.6","322.6","322.6","322.6","322.6","322.6","322.6","322.6","322.6","322.6","322.6","322.6","322.6","322.6","322.6","324.2","324.2","324.2","324.2","324.2","324.2","324.2","324.2","324.2","324.2","324.2","324.2","324.2","324.2","324.2","324.2","324.2","324.2","324.2","324.2","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","#N/A","#N/A","#N/A","#N/A","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","328.7","#N/A","#N/A","#N/A","#N/A","#N/A","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","#N/A","#N/A","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","#N/A","330.8","330.8","330.8","330.8","330.8","330.8","330.8","330.8","330.8","330.8","330.8","330.8","330.8","330.8","330.8","339.5","339.5","339.5","339.5","339.5","339.5","339.5","339.5"
"1956:Q2","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","330.3","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","329.8","329.8","329.8","329.8","329.8","329.8","329.8","329.8","329.8","329.8","329.8","329.8","329.8","329.8","329.8","329.8","329.8","329.8","329.8","329.8","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","#N/A","#N/A","#N/A","#N/A","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","#N/A","#N/A","#N/A","#N/A","#N/A","338.0","338.0","338.0","338.0","338.0","338.0","338.0","338.0","338.0","338.0","#N/A","#N/A","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","#N/A","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3"
"1956:Q3","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","334.8","332.7","332.7","332.7","332.7","332.7","332.7","332.7","332.7","332.7","332.7","332.7","332.7","332.7","332.7","332.7","332.7","332.7","332.7","332.7","332.7","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","#N/A","#N/A","#N/A","#N/A","339.6","339.6","339.6","339.6","339.6","339.6","339.6","339.6","339.6","339.6","339.6","339.6","#N/A","#N/A","#N/A","#N/A","#N/A","342.6","342.6","342.6","342.6","342.6","342.6","342.6","342.6","342.6","342.6","#N/A","#N/A","342.2","342.2","342.2","342.2","342.2","342.2","342.2","342.2","342.2","342.2","342.2","342.2","342.2","342.2","342.2","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","#N/A","341.5","341.5","341.5","341.5","341.5","341.5","341.5","341.5","341.5","341.5","341.5","341.5","341.5","341.5","341.5","350.6","350.6","350.6","350.6","350.6","350.6","350.6","350.6"
"1956:Q4","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","342.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","346.5","#N/A","#N/A","#N/A","#N/A","346.9","346.9","346.9","346.9","346.9","346.9","346.9","346.9","346.9","346.9","346.9","346.9","#N/A","#N/A","#N/A","#N/A","#N/A","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","#N/A","#N/A","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.5","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","#N/A","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","358.2","358.2","358.2","358.2","358.2","358.2","358.2","358.2"
"1957:Q1","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","343.9","343.9","343.9","343.9","343.9","343.9","343.9","343.9","343.9","343.9","343.9","343.9","343.9","343.9","343.9","343.9","343.9","343.9","343.9","343.9","345.5","345.5","345.5","345.5","345.5","345.5","345.5","345.5","345.5","345.5","345.5","345.5","345.5","345.5","345.5","345.5","345.5","345.5","345.5","345.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","#N/A","#N/A","#N/A","#N/A","350.8","350.8","350.8","350.8","350.8","350.8","350.8","350.8","350.8","350.8","350.8","350.8","#N/A","#N/A","#N/A","#N/A","#N/A","353.8","353.8","353.8","353.8","353.8","353.8","353.8","353.8","353.8","353.8","#N/A","#N/A","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","353.3","#N/A","353.1","353.1","353.1","353.1","353.1","353.1","353.1","353.1","353.1","353.1","353.1","353.1","353.1","353.1","353.1","362.8","362.8","362.8","362.8","362.8","362.8","362.8","362.8"
"1957:Q2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","350.2","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","348.3","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","350.0","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","355.1","#N/A","#N/A","#N/A","#N/A","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","#N/A","#N/A","#N/A","#N/A","#N/A","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","#N/A","#N/A","358.0","358.0","358.0","358.0","358.0","358.0","358.0","358.0","358.0","358.0","358.0","358.0","358.0","358.0","358.0","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","#N/A","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","357.6","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5"
"1957:Q3","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","354.6","354.6","354.6","354.6","354.6","354.6","354.6","354.6","354.6","354.6","354.6","354.6","354.6","354.6","354.6","354.6","354.6","354.6","354.6","354.6","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","#N/A","#N/A","#N/A","#N/A","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","360.1","#N/A","#N/A","#N/A","#N/A","#N/A","363.2","363.2","363.2","363.2","363.2","363.2","363.2","363.2","363.2","363.2","#N/A","#N/A","362.9","362.9","362.9","362.9","362.9","362.9","362.9","362.9","362.9","362.9","362.9","362.9","362.9","362.9","362.9","362.1","362.1","362.1","362.1","362.1","362.1","362.1","362.1","362.1","362.1","362.1","362.1","362.1","362.1","362.1","362.1","362.1","362.1","362.1","362.1","362.1","362.1","#N/A","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","372.2","372.2","372.2","372.2","372.2","372.2","372.2","372.2"
"1957:Q4","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","#N/A","#N/A","#N/A","#N/A","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","#N/A","#N/A","#N/A","#N/A","#N/A","363.1","363.1","363.1","363.1","363.1","363.1","363.1","363.1","363.1","363.1","#N/A","#N/A","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","#N/A","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","371.5","371.5","371.5","371.5","371.5","371.5","371.5","371.5"
"1958:Q1","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","352.3","352.3","352.3","352.3","352.3","352.3","352.3","352.3","352.3","352.3","352.3","352.3","352.3","352.3","352.3","352.3","352.3","352.3","352.3","352.3","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","#N/A","#N/A","#N/A","#N/A","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","#N/A","#N/A","#N/A","#N/A","#N/A","362.6","362.6","362.6","362.6","362.6","362.6","362.6","362.6","362.6","362.6","#N/A","#N/A","362.5","362.5","362.5","362.5","362.5","362.5","362.5","362.5","362.5","362.5","362.5","362.5","362.5","362.5","362.5","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","#N/A","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4"
"1958:Q2","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","353.9","353.9","353.9","353.9","353.9","353.9","353.9","353.9","353.9","353.9","353.9","353.9","353.9","353.9","353.9","353.9","353.9","353.9","353.9","353.9","355.8","355.8","355.8","355.8","355.8","355.8","355.8","355.8","355.8","355.8","355.8","355.8","355.8","355.8","355.8","355.8","355.8","355.8","355.8","355.8","361.6","361.6","361.6","361.6","361.6","361.6","361.6","361.6","361.6","361.6","361.6","361.6","361.6","361.6","361.6","361.6","361.6","361.6","361.6","361.6","361.6","361.6","361.6","361.6","#N/A","#N/A","#N/A","#N/A","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","#N/A","#N/A","#N/A","#N/A","#N/A","365.0","365.0","365.0","365.0","365.0","365.0","365.0","365.0","365.0","365.0","#N/A","#N/A","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.8","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","#N/A","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","374.8","374.8","374.8","374.8","374.8","374.8","374.8","374.8"
"1958:Q3","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","#N/A","#N/A","#N/A","#N/A","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","#N/A","#N/A","#N/A","#N/A","#N/A","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","#N/A","#N/A","373.9","373.9","373.9","373.9","373.9","373.9","373.9","373.9","373.9","373.9","373.9","373.9","373.9","373.9","373.9","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","#N/A","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","383.1","383.1","383.1","383.1","383.1","383.1","383.1","383.1"
"1958:Q4","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","369.9","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","370.1","370.1","370.1","370.1","370.1","370.1","370.1","370.1","370.1","370.1","370.1","370.1","370.1","370.1","370.1","370.1","370.1","370.1","370.1","370.1","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","#N/A","#N/A","#N/A","#N/A","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","#N/A","#N/A","#N/A","#N/A","#N/A","379.7","379.7","379.7","379.7","379.7","379.7","379.7","379.7","379.7","379.7","#N/A","#N/A","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","377.2","#N/A","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6"
