"DATE","SSCONTRIB65Q4","SSCONTRIB66Q1","SSCONTRIB66Q2","SSCONTRIB66Q3","SSCONTRIB66Q4","SSCONTRIB67Q1","SSCONTRIB67Q2","SSCONTRIB67Q3","SSCONTRIB67Q4","SSCONTRIB68Q1","SSCONTRIB68Q2","SSCONTRIB68Q3","SSCONTRIB68Q4","SSCONTRIB69Q1","SSCONTRIB69Q2","SSCONTRIB69Q3","SSCONTRIB69Q4","SSCONTRIB70Q1","SSCONTRIB70Q2","SSCONTRIB70Q3","SSCONTRIB70Q4","SSCONTRIB71Q1","SSCONTRIB71Q2","SSCONTRIB71Q3","SSCONTRIB71Q4","SSCONTRIB72Q1","SSCONTRIB72Q2","SSCONTRIB72Q3","SSCONTRIB72Q4","SSCONTRIB73Q1","SSCONTRIB73Q2","SSCONTRIB73Q3","SSCONTRIB73Q4","SSCONTRIB74Q1","SSCONTRIB74Q2","SSCONTRIB74Q3","SSCONTRIB74Q4","SSCONTRIB75Q1","SSCONTRIB75Q2","SSCONTRIB75Q3","SSCONTRIB75Q4","SSCONTRIB76Q1","SSCONTRIB76Q2","SSCONTRIB76Q3","SSCONTRIB76Q4","SSCONTRIB77Q1","SSCONTRIB77Q2","SSCONTRIB77Q3","SSCONTRIB77Q4","SSCONTRIB78Q1","SSCONTRIB78Q2","SSCONTRIB78Q3","SSCONTRIB78Q4","SSCONTRIB79Q1","SSCONTRIB79Q2","SSCONTRIB79Q3","SSCONTRIB79Q4","SSCONTRIB80Q1","SSCONTRIB80Q2","SSCONTRIB80Q3","SSCONTRIB80Q4","SSCONTRIB81Q1","SSCONTRIB81Q2","SSCONTRIB81Q3","SSCONTRIB81Q4","SSCONTRIB82Q1","SSCONTRIB82Q2","SSCONTRIB82Q3","SSCONTRIB82Q4","SSCONTRIB83Q1","SSCONTRIB83Q2","SSCONTRIB83Q3","SSCONTRIB83Q4","SSCONTRIB84Q1","SSCONTRIB84Q2","SSCONTRIB84Q3","SSCONTRIB84Q4","SSCONTRIB85Q1","SSCONTRIB85Q2","SSCONTRIB85Q3","SSCONTRIB85Q4","SSCONTRIB86Q1","SSCONTRIB86Q2","SSCONTRIB86Q3","SSCONTRIB86Q4","SSCONTRIB87Q1","SSCONTRIB87Q2","SSCONTRIB87Q3","SSCONTRIB87Q4","SSCONTRIB88Q1","SSCONTRIB88Q2","SSCONTRIB88Q3","SSCONTRIB88Q4","SSCONTRIB89Q1","SSCONTRIB89Q2","SSCONTRIB89Q3","SSCONTRIB89Q4","SSCONTRIB90Q1","SSCONTRIB90Q2","SSCONTRIB90Q3","SSCONTRIB90Q4","SSCONTRIB91Q1","SSCONTRIB91Q2","SSCONTRIB91Q3","SSCONTRIB91Q4","SSCONTRIB92Q1","SSCONTRIB92Q2","SSCONTRIB92Q3","SSCONTRIB92Q4","SSCONTRIB93Q1","SSCONTRIB93Q2","SSCONTRIB93Q3","SSCONTRIB93Q4","SSCONTRIB94Q1","SSCONTRIB94Q2","SSCONTRIB94Q3","SSCONTRIB94Q4","SSCONTRIB95Q1","SSCONTRIB95Q2","SSCONTRIB95Q3","SSCONTRIB95Q4","SSCONTRIB96Q1","SSCONTRIB96Q2","SSCONTRIB96Q3","SSCONTRIB96Q4","SSCONTRIB97Q1","SSCONTRIB97Q2","SSCONTRIB97Q3","SSCONTRIB97Q4","SSCONTRIB98Q1","SSCONTRIB98Q2","SSCONTRIB98Q3","SSCONTRIB98Q4","SSCONTRIB99Q1","SSCONTRIB99Q2","SSCONTRIB99Q3","SSCONTRIB99Q4","SSCONTRIB00Q1","SSCONTRIB00Q2","SSCONTRIB00Q3","SSCONTRIB00Q4","SSCONTRIB01Q1","SSCONTRIB01Q2","SSCONTRIB01Q3","SSCONTRIB01Q4","SSCONTRIB02Q1","SSCONTRIB02Q2","SSCONTRIB02Q3","SSCONTRIB02Q4","SSCONTRIB03Q1","SSCONTRIB03Q2","SSCONTRIB03Q3","SSCONTRIB03Q4","SSCONTRIB04Q1","SSCONTRIB04Q2","SSCONTRIB04Q3","SSCONTRIB04Q4","SSCONTRIB05Q1","SSCONTRIB05Q2","SSCONTRIB05Q3","SSCONTRIB05Q4","SSCONTRIB06Q1","SSCONTRIB06Q2","SSCONTRIB06Q3","SSCONTRIB06Q4","SSCONTRIB07Q1","SSCONTRIB07Q2","SSCONTRIB07Q3","SSCONTRIB07Q4","SSCONTRIB08Q1","SSCONTRIB08Q2","SSCONTRIB08Q3","SSCONTRIB08Q4","SSCONTRIB09Q1","SSCONTRIB09Q2","SSCONTRIB09Q3","SSCONTRIB09Q4","SSCONTRIB10Q1","SSCONTRIB10Q2","SSCONTRIB10Q3","SSCONTRIB10Q4","SSCONTRIB11Q1","SSCONTRIB11Q2","SSCONTRIB11Q3","SSCONTRIB11Q4","SSCONTRIB12Q1","SSCONTRIB12Q2","SSCONTRIB12Q3","SSCONTRIB12Q4","SSCONTRIB13Q1","SSCONTRIB13Q2","SSCONTRIB13Q3","SSCONTRIB13Q4","SSCONTRIB14Q1","SSCONTRIB14Q2","SSCONTRIB14Q3","SSCONTRIB14Q4","SSCONTRIB15Q1","SSCONTRIB15Q2","SSCONTRIB15Q3","SSCONTRIB15Q4"
"1964:Q3","12.5","12.5","12.5","12.6","12.6","12.6","12.6","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","#N/A","9.8","9.8","9.8","9.8","9.8","9.8","9.8","9.8","9.8","9.8","9.8","9.8","9.8","9.8","9.8","9.8","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","#N/A","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5"
"1964:Q4","12.7","12.7","12.7","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","#N/A","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","#N/A","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7"
"1965:Q1","13.1","12.9","12.9","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.1","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","#N/A","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","10.1","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","#N/A","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9"
"1965:Q2","13.1","13.0","13.0","13.2","13.2","13.2","13.2","13.3","13.3","13.3","13.3","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","#N/A","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","#N/A","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2"
"1965:Q3","13.4","13.3","13.3","13.2","13.2","13.2","13.2","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","#N/A","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","10.4","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","#N/A","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6"
"1965:Q4","#N/A","13.6","13.6","13.5","13.5","13.5","13.5","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","#N/A","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","#N/A","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0"
"1966:Q1","#N/A","#N/A","16.8","16.9","16.9","16.9","16.9","17.1","17.1","17.1","17.1","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","#N/A","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","#N/A","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4"
"1966:Q2","#N/A","#N/A","#N/A","17.1","17.1","17.1","17.1","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","#N/A","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","#N/A","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8"
"1966:Q3","#N/A","#N/A","#N/A","#N/A","18.1","18.1","18.1","18.4","18.4","18.4","18.4","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","#N/A","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","#N/A","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9"
"1966:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","18.5","18.4","18.7","18.7","18.7","18.7","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","#N/A","15.0","15.0","15.0","15.0","15.0","15.0","15.0","15.0","15.0","15.0","15.0","15.0","15.0","15.0","15.0","15.0","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","#N/A","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2"
"1967:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","19.7","20.0","20.0","20.0","20.0","19.7","19.7","19.7","19.7","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","#N/A","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","#N/A","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6"
"1967:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","20.1","20.2","20.2","20.2","20.3","20.3","20.3","20.3","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","#N/A","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","#N/A","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6"
"1967:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","20.5","20.5","20.5","20.6","20.6","20.6","20.6","20.8","20.8","20.8","20.8","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","#N/A","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","#N/A","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2"
